customer_id,age,gender,income,region,visits_last_month,online_purchases,store_purchases,total_spending,loyalty_member
2445,23.0,Female,60265.0,Midwest,1,1,5,500.89,Yes
2446,67.0,Female,43485.0,West,6,4,3,581.22,No
2447,32.0,Female,18099.0,South,2,2,4,345.74,Yes
2448,18.0,Female,54703.0,West,6,1,4,339.39,Yes
2449,43.0,Male,36577.0,South,3,4,2,456.27,No
2450,46.0,Male,66837.0,Northeast,6,1,2,219.46,Yes
2451,19.0,Female,54514.0,Northeast,3,0,2,97.95,Yes
2452,39.0,Female,63441.0,South,6,1,0,104.28,Yes
2453,46.0,Female,,Midwest,9,3,2,373.84,Yes
2454,26.0,Male,50432.0,West,5,2,0,229.65,No
2455,58.0,Female,67625.0,West,3,2,3,306.79,No
2456,38.0,Male,44481.0,South,2,2,5,439.3,No
2457,49.0,Female,79471.0,Midwest,5,3,3,427.54,Yes
2458,49.0,Male,56935.0,Northeast,2,1,3,170.84,No
2459,64.0,Male,52319.0,South,7,1,6,473.92,Yes
2460,,Male,8975.0,South,7,3,1,,No
2461,57.0,Female,47071.0,Midwest,3,0,0,0.0,Yes
2462,43.0,Female,69288.0,Northeast,6,2,4,509.52,No
2463,65.0,Female,33873.0,Northeast,3,2,2,226.64,Yes
2464,30.0,Female,68003.0,South,2,3,3,491.6,No
2465,20.0,Male,30205.0,South,5,2,0,111.85,Yes
2466,49.0,Female,83788.0,South,4,4,1,281.24,No
2467,50.0,Male,76046.0,West,2,0,2,73.29,No
2468,50.0,Male,40925.0,South,2,2,2,200.32,No
2469,59.0,Male,44589.0,Northeast,6,1,2,171.92,Yes
2470,59.0,Female,44601.0,Northeast,1,0,3,288.47,No
2471,30.0,Male,86164.0,Midwest,1,1,4,431.48,Yes
2472,60.0,Male,30305.0,West,6,3,5,525.73,No
2473,23.0,Female,104510.0,South,3,5,2,303.72,Yes
2474,21.0,Male,29277.0,Midwest,9,2,1,227.92,No
2475,55.0,Female,29532.0,Northeast,2,3,6,755.79,Yes
2476,23.0,Male,66880.0,Northeast,4,5,5,653.3,No
2477,68.0,Female,30255.0,Northeast,2,3,1,348.72,No
2478,,Male,30694.0,West,6,3,3,409.16,Yes
2479,44.0,Female,71381.0,Midwest,3,7,5,853.94,No
2480,57.0,Male,67159.0,South,5,1,4,338.39,No
2481,37.0,Male,79477.0,Midwest,2,1,2,217.38,No
2482,,Male,77621.0,South,2,1,4,421.48,Yes
2483,37.0,Female,81153.0,West,4,3,2,316.44,No
2484,47.0,Female,77502.0,Northeast,5,2,3,356.76,No
2485,,Female,60091.0,West,6,2,2,313.13,No
2486,69.0,Male,78673.0,South,7,2,3,297.81,Yes
2487,40.0,Male,38043.0,Midwest,7,1,3,305.14,No
2488,64.0,Female,77323.0,Northeast,4,0,4,335.42,Yes
2489,20.0,Male,51335.0,West,0,1,3,281.69,No
2490,69.0,Male,83215.0,South,5,1,4,443.5,Yes
2491,67.0,Female,99034.0,Northeast,2,1,4,402.36,Yes
2492,26.0,Female,31013.0,West,9,1,6,439.17,Yes
2493,66.0,Male,87625.0,West,5,1,3,251.42,Yes
2494,36.0,Male,90278.0,West,1,8,2,,No
2495,53.0,Male,70752.0,West,3,2,3,339.53,No
2496,57.0,Male,71629.0,Midwest,5,3,1,328.92,No
2497,44.0,Male,48190.0,Midwest,5,2,4,487.03,No
2498,59.0,Female,68698.0,South,4,2,3,298.52,No
2499,45.0,Male,95747.0,Northeast,5,0,2,181.8,Yes
2500,60.0,Female,70834.0,South,2,1,4,410.32,No
2501,68.0,Female,88492.0,Midwest,3,4,2,589.2,Yes
2502,25.0,Male,68940.0,Northeast,0,1,4,332.8,No
2503,59.0,Female,61148.0,Midwest,6,2,4,,No
2504,65.0,Female,68147.0,South,2,2,1,242.76,No
2505,25.0,Female,120507.0,Midwest,6,1,0,112.35,No
2506,35.0,Male,5840.0,Northeast,0,3,6,565.29,No
2507,38.0,Female,25813.0,Northeast,1,0,3,218.11,Yes
2508,63.0,Male,93585.0,Midwest,4,2,2,330.38,No
2509,30.0,Female,68853.0,Northeast,2,3,3,381.15,Yes
2510,44.0,Female,44607.0,Midwest,1,1,5,301.35,No
2511,64.0,Male,68922.0,Midwest,6,4,3,503.24,Yes
2512,57.0,Female,51555.0,Northeast,5,2,5,514.7,No
2513,33.0,Female,27512.0,Northeast,4,1,1,142.43,Yes
2514,,Female,69779.0,West,6,1,1,156.24,No
2515,26.0,Female,44095.0,West,5,6,5,695.38,No
2516,,Male,95568.0,Midwest,6,0,2,114.52,Yes
2517,34.0,Female,84825.0,Northeast,2,3,3,515.14,No
2518,20.0,Male,61592.0,South,3,2,4,310.78,Yes
2519,21.0,Female,33647.0,Northeast,7,3,3,435.34,Yes
2520,57.0,Female,42111.0,South,7,3,6,795.94,No
2521,69.0,Female,,Northeast,4,3,3,341.79,Yes
2522,18.0,Male,66878.0,Midwest,9,0,2,107.27,Yes
2523,31.0,Female,48691.0,Northeast,2,4,1,482.64,Yes
2524,25.0,Female,50719.0,Northeast,5,2,6,646.19,No
2525,24.0,Male,60381.0,South,5,2,2,270.86,Yes
2526,47.0,Female,54370.0,Midwest,4,3,3,,Yes
2527,42.0,Male,50196.0,West,6,0,2,197.87,Yes
2528,56.0,Male,70829.0,Midwest,3,0,1,34.02,No
2529,33.0,Male,-23496.0,Midwest,8,1,5,454.73,No
2530,28.0,Female,58502.0,Midwest,6,4,2,640.03,Yes
2531,,Male,93044.0,South,7,2,3,318.61,No
2532,50.0,Male,102087.0,South,4,1,2,139.1,Yes
2533,69.0,Male,46767.0,Northeast,3,0,3,237.02,No
2534,68.0,Female,81610.0,South,6,3,6,825.55,Yes
2535,65.0,Male,40078.0,West,3,2,3,389.4,Yes
2536,38.0,Male,71087.0,Midwest,2,1,2,233.82,No
2537,69.0,Male,42176.0,Northeast,3,1,2,153.15,Yes
2538,69.0,Male,42434.0,South,2,2,3,211.29,Yes
2539,27.0,Male,66438.0,Northeast,9,1,3,319.61,Yes
2540,67.0,Female,31162.0,West,3,1,4,450.24,No
2541,26.0,Female,73559.0,South,4,2,4,575.4,Yes
2542,18.0,Female,50541.0,Northeast,7,5,1,531.14,Yes
2543,51.0,Female,38139.0,West,3,4,3,687.67,No
2544,48.0,Male,67378.0,South,3,0,1,56.35,Yes
2545,38.0,Male,71043.0,Midwest,2,3,3,515.4,No
2546,41.0,Female,49699.0,South,3,0,6,309.49,No
2547,36.0,Female,95853.0,Northeast,2,4,3,623.76,No
2548,65.0,Female,63159.0,Midwest,5,1,4,452.96,No
2549,38.0,Female,78718.0,Midwest,8,2,4,288.3,No
2550,42.0,Female,70659.0,Northeast,4,4,3,574.71,No
2551,37.0,Female,61435.0,Northeast,5,7,1,,Yes
2552,43.0,Female,48603.0,South,4,4,3,689.22,Yes
2553,24.0,Male,20716.0,Midwest,5,4,2,431.6,Yes
2554,20.0,Female,,Northeast,5,1,6,378.44,Yes
2555,57.0,Female,55784.0,South,3,3,3,312.97,No
2556,65.0,Female,22783.0,Midwest,5,2,3,393.92,Yes
2557,25.0,Female,17433.0,South,5,4,3,370.62,No
2558,47.0,Female,68180.0,West,2,3,3,367.83,Yes
2559,28.0,Female,92691.0,Northeast,6,4,2,,No
2560,25.0,Male,99614.0,Midwest,2,0,4,124.06,Yes
2561,54.0,Female,30187.0,South,0,1,2,,No
2562,34.0,Male,48562.0,West,0,2,3,248.52,No
2563,25.0,Female,81279.0,Northeast,4,1,3,243.09,No
2564,64.0,Female,35146.0,Midwest,8,2,4,290.68,No
2565,61.0,Male,73542.0,South,4,3,2,306.41,Yes
2566,47.0,Female,44112.0,South,4,1,3,305.41,Yes
2567,60.0,Female,55201.0,Midwest,6,3,4,336.83,No
2568,60.0,Female,52780.0,Midwest,1,2,5,672.25,Yes
2569,33.0,Male,58831.0,Northeast,4,3,2,435.16,Yes
2570,21.0,Female,37150.0,West,2,2,2,227.69,No
2571,38.0,Female,61266.0,West,2,2,3,224.33,Yes
2572,67.0,Female,76527.0,Northeast,6,1,3,374.99,No
2573,51.0,Female,31107.0,Midwest,6,0,2,145.42,No
2574,57.0,Male,37888.0,South,1,0,2,128.53,No
2575,52.0,Male,70565.0,Midwest,3,1,2,264.14,Yes
2576,30.0,Male,107062.0,Midwest,3,0,4,231.98,Yes
2577,60.0,Female,68559.0,South,8,2,5,308.79,Yes
2578,44.0,Male,54274.0,Northeast,2,1,1,180.32,Yes
2579,25.0,Male,38951.0,West,3,2,6,741.2,Yes
2580,58.0,Female,51074.0,Midwest,6,2,5,493.34,Yes
2581,59.0,Male,100236.0,South,2,4,4,700.81,No
2582,46.0,Female,66080.0,Midwest,2,1,6,661.43,Yes
2583,33.0,Female,46750.0,South,4,1,4,394.42,Yes
2584,60.0,Female,62588.0,Midwest,5,4,3,375.15,Yes
2585,63.0,Male,31515.0,Midwest,9,1,1,88.34,Yes
2586,22.0,Female,86524.0,South,5,3,3,401.07,No
2587,54.0,Male,,West,3,3,1,291.93,No
2588,57.0,Female,68869.0,West,5,4,1,299.93,No
2589,57.0,Female,46635.0,Northeast,2,3,3,490.57,No
2590,59.0,Female,42481.0,South,4,2,0,138.27,No
2591,27.0,Male,44534.0,West,0,0,2,92.48,Yes
2592,,Male,48351.0,Northeast,5,6,5,994.82,Yes
2593,38.0,Male,94211.0,South,2,1,1,163.38,No
2594,51.0,Female,23266.0,Northeast,1,0,3,198.85,No
2595,39.0,Female,55069.0,South,3,1,3,355.54,No
2596,39.0,Female,49721.0,Midwest,4,0,3,164.26,No
2597,26.0,Female,58917.0,South,6,5,4,856.74,No
2598,43.0,Male,55238.0,Midwest,6,1,3,158.27,Yes
2599,30.0,Female,42730.0,Midwest,3,5,3,593.45,No
2600,35.0,Female,77817.0,Midwest,1,1,6,542.49,No
2601,18.0,Female,41484.0,West,8,0,2,197.52,No
2602,40.0,Male,75572.0,West,4,1,7,708.16,Yes
2603,50.0,Male,53724.0,Northeast,3,0,3,179.31,No
2604,64.0,Female,68472.0,Northeast,6,2,2,281.58,Yes
2605,48.0,Female,77461.0,South,4,4,7,966.58,No
2606,38.0,Female,9209.0,South,3,1,3,303.73,No
2607,40.0,Male,37445.0,Northeast,2,0,5,292.04,No
2608,33.0,Female,24479.0,South,7,4,3,447.4,Yes
2609,44.0,Male,92032.0,Midwest,5,4,1,345.63,No
2610,54.0,Male,72238.0,Northeast,4,3,7,622.79,No
2611,55.0,Male,78871.0,West,3,2,5,512.57,No
2612,69.0,Male,86057.0,South,3,2,3,417.76,No
2613,31.0,Female,18035.0,Northeast,4,0,2,187.31,No
2614,54.0,Female,62011.0,Northeast,3,1,2,195.88,No
2615,64.0,Male,84836.0,Midwest,3,3,4,598.62,Yes
2616,24.0,Female,74560.0,West,1,4,6,523.03,No
2617,29.0,Female,60296.0,Midwest,9,1,3,349.98,No
2618,45.0,Female,77897.0,West,1,1,4,295.9,Yes
2619,20.0,Female,63291.0,South,4,3,2,446.09,No
2620,39.0,Male,73238.0,Northeast,1,5,4,499.33,Yes
2621,68.0,Female,77816.0,Midwest,5,2,1,165.97,No
2622,38.0,Male,50185.0,South,7,3,1,368.08,Yes
2623,46.0,Male,78499.0,Northeast,3,1,3,265.38,No
2624,,Female,29177.0,Northeast,4,1,1,197.14,Yes
2625,20.0,Female,61178.0,Northeast,3,1,4,353.18,Yes
2626,44.0,Female,47828.0,West,4,3,6,584.4,Yes
2627,38.0,Female,77999.0,South,1,2,4,397.17,No
2628,58.0,Female,,Midwest,4,4,2,429.13,Yes
2629,50.0,Male,45095.0,Northeast,3,0,4,248.68,Yes
2630,47.0,Male,66278.0,South,3,2,6,518.8,No
2631,65.0,Male,54996.0,West,2,3,4,543.41,Yes
2632,56.0,Female,121519.0,West,8,3,4,565.75,Yes
2633,58.0,Female,63609.0,Midwest,5,1,2,270.78,No
2634,26.0,Female,96687.0,Northeast,3,4,4,580.02,Yes
2635,,Female,87181.0,Midwest,5,2,5,442.73,Yes
2636,55.0,Male,40502.0,Midwest,8,4,5,627.55,Yes
2637,,Male,60794.0,South,2,2,0,109.21,No
2638,40.0,Female,42875.0,South,6,3,7,577.97,Yes
2639,18.0,Female,55116.0,Midwest,3,2,1,209.77,Yes
2640,38.0,Male,96817.0,Northeast,4,6,2,423.83,Yes
2641,49.0,Female,44815.0,Midwest,6,4,2,586.16,No
2642,62.0,Female,,South,6,3,2,402.72,No
2643,43.0,Female,15478.0,West,3,0,3,265.84,No
2644,50.0,Female,78251.0,West,0,1,4,418.02,Yes
2645,26.0,Male,,West,4,5,2,542.64,Yes
2646,34.0,Male,65173.0,Northeast,3,2,4,335.29,No
2647,23.0,Female,51039.0,Midwest,8,0,2,108.49,Yes
2648,63.0,Male,49281.0,South,3,0,2,85.92,No
2649,24.0,Male,,Northeast,4,2,3,459.95,Yes
2650,24.0,Female,26425.0,Midwest,4,3,4,502.49,Yes
2651,54.0,Female,28883.0,West,5,2,0,228.66,Yes
2652,22.0,Female,93818.0,South,4,0,7,540.08,No
2653,50.0,Female,34812.0,West,3,2,2,344.79,Yes
2654,67.0,Male,8069.0,Northeast,4,3,3,369.81,Yes
2655,27.0,Female,35335.0,South,4,0,1,70.0,Yes
2656,34.0,Male,86151.0,West,4,0,2,141.25,No
2657,57.0,Female,105130.0,West,5,2,1,230.81,Yes
2658,45.0,Male,84075.0,West,7,2,3,326.88,Yes
2659,64.0,Female,70037.0,Northeast,9,2,6,360.2,No
2660,63.0,Female,72967.0,West,4,0,1,92.98,Yes
2661,39.0,Female,73599.0,South,4,1,3,290.28,Yes
2662,38.0,Male,72293.0,Midwest,4,2,4,373.0,No
2663,64.0,Female,58800.0,West,3,4,8,1007.88,Yes
2664,49.0,Female,52363.0,West,7,0,3,203.41,Yes
2665,49.0,Male,45391.0,Northeast,4,3,2,358.38,Yes
2666,68.0,Male,61114.0,South,5,2,2,222.66,Yes
2667,53.0,Female,100236.0,South,5,1,4,362.64,No
2668,48.0,Male,62488.0,Midwest,4,0,2,64.11,Yes
2669,23.0,Male,61091.0,West,0,2,6,611.7,Yes
2670,38.0,Female,64978.0,South,3,2,5,641.18,Yes
2671,52.0,Female,21318.0,South,5,2,3,313.96,Yes
2672,31.0,Female,92280.0,Midwest,3,2,0,132.87,Yes
2673,40.0,Female,28417.0,West,2,1,2,190.74,No
2674,59.0,Female,77187.0,Northeast,1,0,6,199.88,No
2675,41.0,Female,41550.0,Northeast,5,2,4,297.35,No
2676,47.0,Female,51981.0,Northeast,3,2,5,389.93,No
2677,27.0,Female,,South,0,0,3,175.81,No
2678,22.0,Female,53571.0,Midwest,0,2,2,410.1,No
2679,59.0,Female,49510.0,West,1,2,1,132.12,Yes
2680,47.0,Male,57412.0,Northeast,4,2,5,549.27,Yes
2681,24.0,Female,39190.0,South,3,2,4,273.01,Yes
2682,23.0,Female,37721.0,West,2,3,2,376.1,Yes
2683,25.0,Female,66661.0,South,3,1,2,175.49,Yes
2684,69.0,Female,34238.0,West,5,1,0,,Yes
2685,43.0,Male,122424.0,Northeast,3,1,3,267.84,No
2686,35.0,Female,72632.0,South,6,1,4,337.38,Yes
2687,53.0,Male,45057.0,West,5,2,2,246.68,No
2688,43.0,Male,39701.0,Midwest,5,2,6,443.67,No
2689,53.0,Female,46427.0,West,5,3,1,371.99,No
2690,58.0,Male,30612.0,West,3,2,3,329.2,Yes
2691,21.0,Male,26272.0,Northeast,4,3,3,371.09,No
2692,30.0,Female,34138.0,West,3,2,4,496.15,No
2693,41.0,Male,82021.0,Midwest,0,3,3,423.04,Yes
2694,48.0,Male,76816.0,South,4,2,0,199.09,Yes
2695,39.0,Female,111162.0,West,1,4,2,299.88,Yes
2696,57.0,Male,93558.0,Northeast,5,6,3,853.11,No
2697,35.0,Male,60479.0,West,1,0,3,258.34,No
2698,51.0,Female,15306.0,Northeast,1,1,0,119.73,No
2699,40.0,Male,71933.0,West,4,0,5,236.84,No
2700,56.0,Female,84563.0,Midwest,4,1,3,171.43,No
2701,64.0,Female,62685.0,South,5,0,2,197.95,No
2702,54.0,Male,70022.0,South,5,2,4,332.69,Yes
2703,64.0,Female,67345.0,South,6,3,2,387.38,Yes
2704,18.0,Male,54224.0,South,3,1,4,341.59,No
2705,59.0,Female,47265.0,West,1,2,0,104.54,Yes
2706,37.0,Male,66852.0,Midwest,4,5,2,676.78,Yes
2707,64.0,Female,87789.0,West,4,1,0,42.4,Yes
2708,42.0,Male,74588.0,South,4,0,4,260.56,No
2709,23.0,Male,64551.0,Northeast,7,2,6,431.02,Yes
2710,69.0,Female,79839.0,South,3,0,1,45.02,No
2711,47.0,Male,21073.0,West,1,0,2,186.49,No
2712,37.0,Female,75895.0,West,5,1,3,358.31,Yes
2713,26.0,Male,53926.0,West,3,1,4,473.41,No
2714,65.0,Female,61902.0,Northeast,8,3,2,278.77,Yes
2715,66.0,Male,1507.0,Northeast,1,0,3,122.19,No
2716,35.0,Male,66466.0,South,6,2,3,272.41,Yes
2717,57.0,Male,68410.0,Midwest,2,3,3,559.31,Yes
2718,20.0,Female,63730.0,South,4,3,2,477.56,Yes
2719,53.0,Male,40830.0,Midwest,5,1,0,82.8,No
2720,23.0,Male,45338.0,South,6,2,3,423.98,Yes
2721,61.0,Male,52248.0,West,5,3,4,492.56,Yes
2722,55.0,Male,21836.0,West,4,1,3,387.28,No
2723,18.0,Female,-20000.0,Midwest,3,2,2,197.46,Yes
2724,36.0,Female,,South,7,0,5,462.99,Yes
2725,55.0,Female,82262.0,West,5,2,5,564.72,No
2726,,Female,86549.0,Northeast,1,1,4,275.48,Yes
2727,64.0,Male,112952.0,West,4,4,2,362.87,No
2728,,Male,39365.0,Midwest,8,2,6,773.99,No
2729,64.0,Female,64136.0,Midwest,3,4,0,350.0,Yes
2730,27.0,Female,53665.0,West,3,2,2,298.44,Yes
2731,41.0,Female,57640.0,Midwest,3,3,2,309.37,Yes
2732,43.0,Male,93276.0,Northeast,4,2,4,401.78,Yes
2733,25.0,Male,25293.0,South,5,0,1,78.55,No
2734,22.0,Female,66164.0,Northeast,1,2,0,179.27,No
2735,30.0,Male,52612.0,Northeast,6,3,1,299.22,Yes
2736,39.0,Female,82991.0,Northeast,3,2,1,298.84,Yes
2737,51.0,Female,57639.0,South,7,1,7,576.87,Yes
2738,,Female,56679.0,Northeast,3,1,4,444.34,No
2739,40.0,Female,79149.0,Midwest,4,0,3,177.82,No
2740,58.0,Female,66175.0,West,4,3,3,364.34,Yes
2741,65.0,Female,28372.0,Northeast,4,1,3,307.6,No
2742,38.0,Male,62862.0,West,5,1,3,321.31,No
2743,20.0,Male,60880.0,South,3,3,3,342.35,No
2744,25.0,Male,66859.0,South,6,1,3,343.61,Yes
2745,63.0,Female,89545.0,West,4,5,3,702.42,Yes
2746,67.0,Male,97111.0,Northeast,6,2,5,477.37,No
2747,56.0,Male,33711.0,Northeast,1,4,4,790.94,No
2748,68.0,Male,49633.0,Northeast,6,2,3,338.0,No
2749,56.0,Male,47240.0,Northeast,3,1,4,360.96,Yes
2750,39.0,Male,73112.0,Midwest,8,1,1,171.3,No
2751,62.0,Female,56799.0,West,4,1,6,409.02,No
2752,28.0,Male,51754.0,Northeast,5,1,3,398.09,Yes
2753,40.0,Female,49649.0,West,0,2,4,480.26,No
2754,66.0,Female,57292.0,South,4,3,3,623.47,Yes
2755,33.0,Female,44399.0,West,4,2,2,184.98,No
2756,69.0,Male,35762.0,South,2,1,1,116.92,Yes
2757,68.0,Male,88885.0,South,4,1,4,308.65,Yes
2758,45.0,Female,61885.0,Northeast,7,3,1,282.1,Yes
2759,52.0,Female,108711.0,West,3,3,2,465.93,Yes
2760,59.0,Male,51511.0,West,4,1,4,,Yes
2761,46.0,Female,76355.0,Midwest,3,5,4,801.52,No
2762,55.0,Female,66996.0,South,5,3,1,353.43,Yes
2763,23.0,Male,79711.0,Northeast,6,2,1,261.47,No
2764,66.0,Female,36690.0,West,6,3,3,356.21,Yes
2765,31.0,Male,72746.0,Northeast,4,3,3,443.03,Yes
2766,46.0,Male,47908.0,West,3,2,4,460.8,Yes
2767,66.0,Male,42087.0,South,3,0,0,0.0,No
2768,45.0,Female,41723.0,Midwest,5,1,2,249.41,No
2769,27.0,Female,84403.0,Midwest,9,1,4,451.54,Yes
2770,63.0,Female,95348.0,South,5,2,4,376.85,Yes
2771,64.0,Female,67432.0,Northeast,3,3,4,259.2,Yes
2772,21.0,Female,103520.0,Midwest,6,3,2,260.81,Yes
2773,41.0,Female,19942.0,West,4,1,2,240.92,No
2774,19.0,Male,32279.0,Northeast,11,2,1,141.31,Yes
2775,63.0,Female,46262.0,West,3,3,1,415.87,Yes
2776,46.0,Male,43630.0,Northeast,5,3,1,407.92,Yes
2777,42.0,Male,28364.0,Northeast,5,3,3,420.24,Yes
2778,48.0,Male,45642.0,West,6,1,1,201.57,No
2779,64.0,Male,42191.0,Midwest,2,3,2,518.48,No
2780,68.0,Male,58470.0,Midwest,4,3,2,,Yes
2781,63.0,Female,36981.0,West,5,1,1,149.37,No
2782,32.0,Male,42481.0,Midwest,7,1,3,221.38,No
2783,55.0,Female,69775.0,Midwest,2,1,1,150.82,Yes
2784,50.0,Male,42662.0,Northeast,3,4,4,647.34,Yes
2785,67.0,Male,66611.0,West,7,5,2,664.36,Yes
2786,66.0,Male,99751.0,West,3,2,4,457.1,No
2787,25.0,Male,66420.0,West,7,1,5,269.08,Yes
2788,57.0,Female,87839.0,South,4,1,0,48.86,No
2789,33.0,Female,82308.0,Midwest,1,1,2,119.4,Yes
2790,55.0,Female,75405.0,West,1,1,4,263.33,No
2791,61.0,Male,90866.0,South,6,3,1,351.78,No
2792,58.0,Female,55169.0,South,7,2,1,,Yes
2793,51.0,Female,62833.0,South,2,3,2,335.5,Yes
2794,23.0,Male,49180.0,Midwest,4,4,4,709.12,No
2795,56.0,Female,44176.0,South,5,1,3,350.47,No
2796,57.0,Male,114406.0,South,3,1,1,131.51,No
2797,66.0,Female,61869.0,West,3,3,2,438.21,Yes
2798,40.0,Male,40871.0,South,5,1,5,552.18,No
2799,67.0,Female,57679.0,South,1,1,2,188.94,Yes
2800,38.0,Male,78017.0,West,2,0,3,221.29,No
2801,52.0,Female,64581.0,Northeast,6,3,2,525.61,No
2802,64.0,Male,51065.0,West,5,3,2,391.64,Yes
2803,46.0,Female,106586.0,South,4,1,3,350.99,No
2804,52.0,Male,52915.0,Midwest,1,3,2,444.47,No
2805,19.0,Female,89851.0,West,8,2,6,405.37,Yes
2806,50.0,Female,42921.0,Northeast,6,3,7,605.8,Yes
2807,43.0,Male,,Northeast,3,1,2,187.83,Yes
2808,61.0,Female,15983.0,West,3,1,4,479.96,Yes
2809,49.0,Male,62486.0,Northeast,0,3,2,322.88,No
2810,35.0,Female,41643.0,Northeast,6,0,2,109.1,Yes
2811,51.0,Female,15783.0,Northeast,4,3,4,365.68,Yes
2812,47.0,Male,58926.0,Northeast,0,3,2,242.22,No
2813,61.0,Female,,West,5,4,1,481.65,No
2814,40.0,Female,57372.0,Northeast,7,2,2,326.92,Yes
2815,65.0,Male,47805.0,West,6,0,6,526.03,Yes
2816,37.0,Female,68989.0,West,5,1,8,693.68,No
2817,63.0,Male,77403.0,West,2,2,2,356.82,Yes
2818,40.0,Male,77320.0,Northeast,5,1,2,174.16,No
2819,57.0,Male,87114.0,South,3,1,1,132.17,Yes
2820,25.0,Male,,Midwest,3,0,3,242.59,Yes
2821,31.0,Male,73367.0,Northeast,7,1,6,636.82,No
2822,40.0,Male,40933.0,Midwest,4,1,4,391.36,Yes
2823,63.0,Male,80158.0,West,5,3,1,410.13,No
2824,31.0,Male,85825.0,South,3,3,1,343.87,Yes
2825,19.0,Male,82238.0,Northeast,7,1,8,446.07,Yes
2826,21.0,Male,30128.0,Midwest,7,3,2,417.43,No
2827,41.0,Female,27465.0,Midwest,2,1,3,162.52,Yes
2828,68.0,Female,59376.0,West,3,4,4,489.89,Yes
2829,53.0,Female,54476.0,South,5,1,2,257.59,Yes
2830,26.0,Male,89620.0,Midwest,1,0,6,260.61,Yes
2831,33.0,Male,47213.0,West,5,2,7,857.2,No
2832,49.0,Male,78731.0,Northeast,8,2,4,239.42,No
2833,49.0,Female,56222.0,West,1,2,4,387.76,No
2834,44.0,Female,99744.0,South,4,2,3,387.1,No
2835,32.0,Male,62114.0,Northeast,1,1,5,482.98,Yes
2836,66.0,Male,116944.0,South,4,5,3,493.43,Yes
2837,21.0,Female,65760.0,South,4,2,3,264.11,Yes
2838,53.0,Male,,Midwest,7,3,4,485.5,No
2839,42.0,Male,72198.0,South,4,0,6,581.09,Yes
2840,32.0,Female,45892.0,Northeast,4,0,7,425.1,No
2841,29.0,Female,61448.0,Northeast,5,1,4,428.77,Yes
2842,24.0,Female,76026.0,Northeast,2,2,3,366.96,Yes
2843,53.0,Male,49538.0,Northeast,4,3,0,141.41,Yes
2844,41.0,Male,34410.0,South,5,4,3,319.18,No
2845,23.0,Female,85302.0,Midwest,0,0,1,98.83,Yes
2846,65.0,Male,54050.0,West,3,1,4,454.77,No
2847,58.0,Male,31503.0,Midwest,5,0,4,298.06,No
2848,62.0,Female,65294.0,Northeast,3,3,3,256.57,No
2849,48.0,Female,22551.0,West,5,4,5,648.75,Yes
2850,38.0,Male,58255.0,West,7,3,3,532.27,No
2851,28.0,Male,58049.0,Northeast,2,2,2,200.56,Yes
2852,33.0,Female,54472.0,South,11,2,6,373.77,Yes
2853,31.0,Male,74320.0,South,6,3,8,595.62,No
2854,42.0,Female,88840.0,Midwest,1,0,2,66.64,Yes
2855,31.0,Female,45711.0,Midwest,6,2,6,434.34,No
2856,55.0,Male,67523.0,Midwest,1,4,8,851.68,Yes
2857,35.0,Male,73643.0,West,9,3,3,407.71,Yes
2858,31.0,Female,87368.0,Midwest,4,2,1,247.99,Yes
2859,41.0,Male,29994.0,Northeast,2,3,5,588.57,Yes
2860,68.0,Male,59179.0,Midwest,2,2,2,299.57,No
2861,25.0,Female,65405.0,West,7,1,2,259.41,No
2862,62.0,Female,76534.0,West,3,2,1,234.45,Yes
2863,42.0,Female,45128.0,South,4,2,2,334.43,No
2864,,Male,88121.0,West,4,0,1,37.51,No
2865,62.0,Female,65055.0,Midwest,1,0,4,179.64,Yes
2866,61.0,Male,72734.0,South,4,2,4,471.23,No
2867,45.0,Male,14024.0,South,5,0,1,99.76,Yes
2868,41.0,Male,99997.0,West,5,1,0,97.73,Yes
2869,35.0,Female,76131.0,West,5,2,7,543.86,Yes
2870,51.0,Male,61546.0,West,5,1,5,284.86,No
2871,59.0,Female,61071.0,Midwest,1,0,5,219.55,Yes
2872,,Female,23926.0,Midwest,5,3,3,500.62,Yes
2873,29.0,Male,62602.0,Midwest,5,3,3,427.4,Yes
2874,,Male,37957.0,South,2,3,6,433.53,Yes
2875,22.0,Female,78529.0,West,4,1,0,110.16,Yes
2876,36.0,Male,127669.0,West,5,1,3,351.3,No
2877,29.0,Female,55451.0,Midwest,3,2,0,107.83,Yes
2878,44.0,Male,92406.0,South,5,0,3,146.96,Yes
2879,34.0,Female,75213.0,South,5,5,5,806.59,No
2880,60.0,Female,91993.0,West,3,2,4,397.7,Yes
2881,45.0,Male,53912.0,West,6,1,3,246.99,Yes
2882,57.0,Female,15364.0,Northeast,1,6,3,720.56,Yes
2883,39.0,Female,40244.0,South,7,5,2,502.38,Yes
2884,27.0,Female,47863.0,Midwest,2,0,1,35.78,Yes
2885,58.0,Female,54501.0,Northeast,1,1,4,480.84,No
2886,23.0,Female,,Northeast,4,2,1,213.34,No
2887,34.0,Female,69258.0,West,7,1,1,121.19,Yes
2888,29.0,Female,75531.0,South,6,2,3,261.39,Yes
2889,23.0,Male,37248.0,West,4,4,7,805.85,Yes
2890,60.0,Female,50416.0,Northeast,2,0,3,149.68,No
2891,39.0,Male,69020.0,South,6,1,5,,No
